gene,phenotype,gene_disgenet_class,NPMI,n_g,n_p,n_gp
AQP3,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.0021680604364754685,294,167631,14.0
FOXP3,"['C0233660', 'Blocking', 'SNOMEDCT_US', 'NULL']",NA,0.0021823744877551687,1044,6714,2.0
MEN1,"['C0011991', 'Diarrhea', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002014']",NA,0.0021936047829086798,511,6847,1.0
CD83,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.0022054298612065875,92,76164,2.0
KIT,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.0022126823941740863,378,167631,18.0
IL6,"['C0015967', 'Fever', 'MSH, OMIM, SNOMEDCT_US, HPO, PPTO', 'HP:0001945']",1.0,0.0022424496693002807,1873,9367,5.0
CTSD,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",S,0.002245805832298758,268,13045,1.0
CD27,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.002245805832298758,268,13045,1.0
CXCL10,"['C0683278', 'Mental Suffering', 'MSH', 'NULL']",NA,0.002253515458893282,1267,2759,1.0
PIAS1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
AMBP,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
APCS,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",S,0.00226175646994156,23,151966,1.0
CLEC7A,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
ME1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
NKX2-1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
ETV4,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
ARF1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
HSF2,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
ITGA1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
CUL1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
PIGF,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
LSM4,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
KRT17,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
NFIC,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
MYBL2,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
CYP51A1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
WNT10A,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
ACAD9,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
ACACB,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
HNRNPA3,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.00226175646994156,23,151966,1.0
NF1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.002273855919132081,525,167631,25.0
PIK3CA,"['C0024299', 'Cancer of lymphatic system', 'HPO', 'HP:0002665']",NA,0.002275436917962763,534,6544,1.0
SCD,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.002304325339033391,1196,32304,11.0
ACE2,"['C0011849', 'Diabetes mellitus', 'OMIM, SNOMEDCT_US, HPO', 'HP:0000819']",S,0.0023158305346385223,9132,6930,18.0
PARP1,"['C0024115', 'Lung disease', 'HPO', 'HP:0002088']",NA,0.0023189602944080645,950,3676,1.0
EGFR,"['C0876973', 'Pulmonary infection', 'HPO, SNOMEDCT_US', 'HP:0006532']",1.0,0.0023336008895678204,4558,766,1.0
CAT,"['C0007222', 'Cardiovascular disease', 'SNOMEDCT_US, HPO', 'HP:0001626']",NA,0.002336345803584856,1919,5472,3.0
AGA,"['C0023890', 'Cirrhosis', 'OMIM, SNOMEDCT_US, HPO, MSH', 'HP:0001394']",NA,0.0023678254750737096,408,8553,1.0
RELA,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",S,0.0023699888203600177,205,17022,1.0
TREM1,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",S,0.0023699888203600177,205,17022,1.0
CD151,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.002370566816458888,46,151966,2.0
HELLS,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.002370566816458888,46,151966,2.0
TFEB,"['C0004623', 'Bacterial Infections', 'MSH', 'NULL']",S,0.0023714310898151686,1339,2606,1.0
CXCL10,"['C0024623', 'Gastric cancer', 'HPO', 'HP:0012126']",NA,0.0023745086426091035,1267,5517,2.0
BECN1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.002378158700812334,254,151966,11.0
HMGB1,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",1.0,0.0023818915677515026,6945,8091,16.0
CIT,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.0023828564920768194,108,32304,1.0
CDO1,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.0023828564920768194,108,32304,1.0
TLR9,"['C0015672', 'Fatigue', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0012378']",NA,0.002384450890986722,1228,2841,1.0
PDC,"['C1457887', 'Symptom (administrative concept)', 'SNOMEDCT_US', 'NULL']",NA,0.0023963466416672555,232,30120,2.0
HMGA2,"['C0242606', 'Oxidative stress', 'HPO', 'HP:0025464']",NA,0.002411238736350437,203,17179,1.0
ACTA2,"['C0242606', 'Oxidative stress', 'HPO', 'HP:0025464']",NA,0.002411238736350437,203,17179,1.0
MET,"['C0242339', 'Dyslipidemia', 'OMIM, HPO, MSH, SNOMEDCT_US', 'HP:0003119']",1.0,0.002413650363936134,1241,2810,1.0
BST2,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.0024903757582317165,92,151966,4.0
NGF,"['C1290884', 'Inflammatory disease', 'SNOMEDCT_US', 'NULL']",S,0.00249224103538964,1272,5486,2.0
TRPA1,"['C4021734', 'Abnormality of mitochondrial metabolism', 'HPO', 'HP:0003287']",NA,0.0024945952531355625,1699,2050,1.0
CPM,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.0024974928130290226,216,32304,2.0
MSC,"['C0497327', 'Dementia', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0000726']",NA,0.0025069927366639386,3186,1093,1.0
VNN1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.002531565115341707,115,151966,5.0
SDHB,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.0025333672301853303,167,167631,8.0
CDKN1C,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.002535104831729277,92,37835,1.0
TRPM8,"['C0271510', 'Auditory recruitment', 'SNOMEDCT_US', 'NULL']",NA,0.002541877864446423,464,7501,1.0
HGF,"['C1290884', 'Inflammatory disease', 'SNOMEDCT_US', 'NULL']",1.0,0.0025468271960194066,1271,5486,2.0
TLR4,"['C0003578', 'Absence of spontaneous respiration', 'HPO', 'HP:0002104']",1.0,0.0025520958004182433,6731,517,1.0
CCR5,"['C0028754', 'Having too much body fat', 'HPO', 'HP:0001513']",NA,0.0025875854790294375,589,23705,4.0
AIP,"['C0032285', 'Pneumonia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002090']",NA,0.0025895438430243605,2110,6617,4.0
VDR,"['C0345904', 'Liver cancer', 'HPO', 'HP:0002896']",S,0.0026074560860628445,1729,2011,1.0
KMO,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.0026109600907545257,1107,18933,6.0
MMP14,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",NA,0.0026369255619969434,124,28028,1.0
STAT3,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",1.0,0.0026476176274505014,7790,8091,18.0
IL6,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",1.0,0.002651126393515057,1873,28028,15.0
KMT2D,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.002657065634699962,184,37835,2.0
NTS,"['PPTO', '\tPain', 'PPTO', 'NULL']",S,0.002667725296223091,429,24364,3.0
CRP,"['C0267963', 'Exocrine pancreatic insufficiency', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001738']",1.0,0.002669648804652502,6493,535,1.0
TYK2,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.002678176554521594,229,76164,5.0
TLR4,"['C0014335', 'Enteritis', 'MSH, SNOMEDCT_US, OMIM', 'NULL']",1.0,0.002680305930649941,6731,516,1.0
RPE,"['C0025202', 'Cancer of skin pigment cells', 'HPO', 'HP:0002861']",NA,0.0026924331189594366,477,7280,1.0
CXCL12,"['C0018799', 'Cardiac Diseases', 'MSH', 'NULL']",NA,0.002710971415572667,1321,2628,1.0
XBP1,"['C0233660', 'Blocking', 'SNOMEDCT_US', 'NULL']",NA,0.0027195557181224953,517,6714,1.0
AKT1,"['C0001339', 'Acute pancreatic inflammation', 'HPO', 'HP:0001735']",NA,0.0027249357816245753,362,9588,1.0
TRPC1,"['C0001339', 'Acute pancreatic inflammation', 'HPO', 'HP:0001735']",NA,0.0027249357816245753,362,9588,1.0
AIP,"['C0013404', 'Difficulty breathing', 'SNOMEDCT_US, HPO', 'HP:0002098']",NA,0.002763410249410648,2110,1644,1.0
SIRT1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",S,0.0027766067354637867,2579,167631,123.0
DAO,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.0027926949321060157,431,32304,4.0
JAK1,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.00280196372887199,596,76164,13.0
TLR4,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",1.0,0.0028039437826328103,6731,32304,62.0
CD4,"['C0019360', 'Herpes Zoster', 'MSH', 'NULL']",S,0.002804546247965708,11407,609,2.0
SRR,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
EFNA5,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
LIPE,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",S,0.0028194825236322663,19,182416,1.0
HPGDS,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
PRKCD,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",S,0.0028194825236322663,19,182416,1.0
EPHA6,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
TDO2,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
TYRO3,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
USP8,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
PITX2,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
PRKACA,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
BCO1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
PTGS1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
LAMB1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
OSBP,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
CLEC12A,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
LMNB2,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
ADH1A,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
ACTN3,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0028194825236322663,19,182416,1.0
SOCS1,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.0028307722247201423,735,18933,4.0
LDLR,"['C0038454', 'Cerebral vascular events', 'OMIM, HPO', 'HP:0001297']",NA,0.002839852944548178,663,5226,1.0
KEAP1,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.002841745074658501,183,18933,1.0
JAK3,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.002841745074658501,183,18933,1.0
LPA,"['C2711227', 'Fatty infiltration of liver', 'OMIM, HPO', 'HP:0001397']",NA,0.0028439239581233232,375,9239,1.0
FOXP3,"['C2239176', 'Hepatocellular carcinoma', 'HPO', 'HP:0001402']",NA,0.0028759847679010377,1044,3317,1.0
EPO,"['C0020538', 'Hypertension', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0000822']",NA,0.0028783292262884613,671,10342,2.0
CD80,"['C0231218', 'Malaise', 'SNOMEDCT_US, HPO', 'HP:0012378']",NA,0.0029010018317828026,780,4438,1.0
BRCA2,"['C0028754', 'Having too much body fat', 'HPO', 'HP:0001513']",NA,0.0029211473028780033,1175,23705,8.0
NNT,"['C0011847', 'Diabetes', 'OMIM', 'NULL']",NA,0.002926257995165351,89,38880,1.0
MOG,"['C0011847', 'Diabetes', 'OMIM', 'NULL']",NA,0.002926257995165351,89,38880,1.0
EP300,"['C0011847', 'Diabetes', 'OMIM', 'NULL']",NA,0.002926257995165351,89,38880,1.0
CALR,"['C0011847', 'Diabetes', 'OMIM', 'NULL']",NA,0.002926257995165351,89,38880,1.0
CRP,"['C0020649', 'Arterial hypotension', 'HPO', 'HP:0002615']",1.0,0.002927935150976491,6493,1068,2.0
MET,"['C0027051', 'Heart attack', 'SNOMEDCT_US, HPO', 'HP:0001658']",1.0,0.0029341429523669933,1241,2788,1.0
TST,"['PPTO', '\tPain', 'PPTO', 'NULL']",NA,0.002938353750960506,142,24364,1.0
DEFB1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.00295512439068257,38,182416,2.0
ISLR2,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.00295512439068257,38,182416,2.0
PELI1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.00295512439068257,38,182416,2.0
HMGB1,"['C0023467', 'Acute myeloblastic leukemia', 'HPO', 'HP:0004808']",1.0,0.0029621136258790657,6945,998,2.0
CRP,"['C0011860', 'NIDDM diabetes mellitus', 'HPO', 'HP:0005978']",1.0,0.0029931982856367645,6493,10205,19.0
EGF,"['C0004096', 'Asthma', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002099']",NA,0.0029981223428889995,1505,4603,2.0
MISP,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.0029988656930833705,107,32304,1.0
GPC1,"['C0010709', 'Cyst', 'SNOMEDCT_US, MSH', 'NULL']",NA,0.003015688642225877,671,5150,1.0
EPO,"['C0010709', 'Cyst', 'SNOMEDCT_US, MSH', 'NULL']",NA,0.003015688642225877,671,5150,1.0
CAV1,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",1.0,0.003019214722278185,203,17022,1.0
HNF4A,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.003019214722278185,203,17022,1.0
HMGA2,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.003019214722278185,203,17022,1.0
PTEN,"['C0010709', 'Cyst', 'SNOMEDCT_US, MSH', 'NULL']",S,0.0030222980807206178,2695,5150,4.0
CD86,"['C0239946', 'Hepatic fibrosis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0001395']",NA,0.003030081595489521,933,3703,1.0
CD69,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",S,0.003030886620004533,427,8091,1.0
ZAP70,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0030406951244597302,57,182416,3.0
FOXN1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.0030406951244597302,57,182416,3.0
LPL,"['C0409974', 'LE - Lupus erythematosus', 'SNOMEDCT_US', 'NULL']",1.0,0.003049803258980014,3003,3462,3.0
CD63,"['C0024623', 'Gastric cancer', 'HPO', 'HP:0012126']",NA,0.003054179066713415,626,5517,1.0
TLR4,"['C0017168', 'Acid reflux', 'SNOMEDCT_US, HPO', 'HP:0002020']",1.0,0.0030664324566066813,6731,513,1.0
NHS,"['C0025517', 'Disorder of metabolism NOS (disorder)', 'SNOMEDCT_US', 'NULL']",NA,0.003068331071993988,952,3627,1.0
CASP9,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.003072228232560898,62,167631,3.0
MVP,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.003072228232560898,62,167631,3.0
PDX1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",S,0.003088144871846046,919,151966,40.0
NLRP3,"['C0596170', 'Binge eating', 'SNOMEDCT_US', 'NULL']",1.0,0.003089967625092917,8544,404,1.0
CYLD,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.0030908442358496746,249,167631,12.0
APC,"['C2712334', 'Aspiration', 'HPO', 'HP:0002835']",NA,0.003113453587226921,1786,1932,1.0
PTPN22,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",1.0,0.0031137761817818326,182,76164,4.0
MPO,"['C0442874', 'Neuropathy', 'OMIM, SNOMEDCT_US, HPO', 'HP:0009830']",1.0,0.0031235524101063347,2819,2453,2.0
DNMT1,"['C0023895', 'Liver disease', 'SNOMEDCT_US, HPO', 'HP:0001392']",NA,0.0031319949597627063,483,7142,1.0
NRP1,"['C0011860', 'NIDDM diabetes mellitus', 'HPO', 'HP:0005978']",NA,0.003137677413379618,338,10205,1.0
MIA,"['C0524851', 'Neurodegenerative disease', 'HPO', 'HP:0002180']",NA,0.003140173239690239,1430,2412,1.0
TLR3,"['C0409974', 'LE - Lupus erythematosus', 'SNOMEDCT_US', 'NULL']",1.0,0.003159528686028408,996,3462,1.0
MUC1,"['C0042769', 'Disease caused by virus', 'SNOMEDCT_US', 'NULL']",S,0.0031719980999947643,967,7146,2.0
SLC2A1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.003178906044118597,114,151966,5.0
FUT3,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.003178906044118597,114,151966,5.0
ACE,"['C0008370', 'Cholestasis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0001396']",1.0,0.0031901479571326235,2099,1642,1.0
AHR,"['C0023418', 'Leukemia', 'HPO', 'HP:0001909']",S,0.0032199740563193724,547,6298,1.0
CXCL8,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",1.0,0.003225950410435646,795,13045,3.0
NLRP3,"['C0015967', 'Fever', 'MSH, OMIM, SNOMEDCT_US, HPO, PPTO', 'HP:0001945']",1.0,0.0032278228805263168,8544,9367,23.0
SMAD4,"['C0020517', 'Allergy', 'HPO', 'HP:0012393']",S,0.0032365456453481998,1452,2372,1.0
AHR,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",S,0.0032398848221241463,547,76164,12.0
BRD4,"['C0022658', 'Nephropathy', 'OMIM, HPO, SNOMEDCT_US', 'HP:0000112']",NA,0.0032434677224053633,516,6674,1.0
CD163,"['C0021051', 'Decreased immune function', 'HPO', 'HP:0002721']",NA,0.003248928982692892,970,3550,1.0
ZEB2,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.003253397517016324,274,37835,3.0
NLRP3,"['C0019159', 'Hepatitis A', 'MSH, SNOMEDCT_US', 'NULL']",1.0,0.0032540829794251987,8544,403,1.0
PNLIP,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",1.0,0.0032588334734531977,91,37835,1.0
DICER1,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.0032588334734531977,91,37835,1.0
MSN,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.0032588334734531977,91,37835,1.0
MITF,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.0032588334734531977,91,37835,1.0
ACE,"['C0020615', 'Hypoglycemia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001943']",1.0,0.0032591347969298337,2099,3288,2.0
CDKN2A,"['C0007137', 'Squamous cell carcinoma', 'HPO', 'HP:0002860']",1.0,0.0032763767118437,1517,2269,1.0
MITF,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.0032872591932258336,91,151966,4.0
MMP7,"['C0028754', 'Having too much body fat', 'HPO', 'HP:0001513']",S,0.0032929032860630233,291,23705,2.0
ADAM17,"['C0032285', 'Pneumonia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002090']",NA,0.003300102100105973,520,6617,1.0
CD163,"['C0030297', 'Neoplasia of the pancreas', 'HPO', 'HP:0002894']",NA,0.0033049136372143963,970,3547,1.0
AIP,"['C1397014', 'Imbalance', 'OMIM, HPO', 'HP:0002172']",NA,0.0033198232174555206,2110,3268,2.0
HMGB1,"['C0034069', 'Pulmonary fibrosis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002206']",1.0,0.0033313302454364155,6945,1990,4.0
CX3CL1,"['PPTO', '\tPain', 'PPTO', 'NULL']",NA,0.003336733270700107,425,24364,3.0
PDX1,"['C0271510', 'Auditory recruitment', 'SNOMEDCT_US', 'NULL']",S,0.0033405712677053705,919,7501,2.0
CXCR2,"['C0023418', 'Leukemia', 'HPO', 'HP:0001909']",NA,0.003341146114976142,546,6298,1.0
HMGB1,"['C0476273', 'Difficulty breathing', 'SNOMEDCT_US, HPO', 'HP:0002098']",1.0,0.0033417464513606824,6945,2489,5.0
ANGPTL4,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",NA,0.0033417816116126154,425,8091,1.0
CCR7,"['C0004096', 'Asthma', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002099']",NA,0.0033462880354436135,747,4603,1.0
STAT6,"['C0023890', 'Cirrhosis', 'OMIM, SNOMEDCT_US, HPO, MSH', 'HP:0001394']",NA,0.003348888034851563,402,8553,1.0
ACE,"['C0003811', 'Arrhythmia', 'OMIM, SNOMEDCT_US, HPO, MSH', 'HP:0011675']",1.0,0.003351661480076275,2099,1638,1.0
MMP9,"['C0009319', 'Colitis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0002583']",NA,0.003367169197095826,1164,8892,3.0
MPO,"['C0041296', 'Infection caused by Mycobacterium tuberculosis', 'SNOMEDCT_US', 'NULL']",1.0,0.0033786708092394,2819,2444,2.0
EGFR,"['C0342257', 'Complication due to diabetes mellitus', 'SNOMEDCT_US', 'NULL']",1.0,0.003379209638032912,4558,754,1.0
ENO1,"['C0242606', 'Oxidative stress', 'HPO', 'HP:0025464']",NA,0.0033873047774988906,401,17179,2.0
TFEB,"['C0013203', 'Drug resistance', 'HPO', 'HP:0020174']",S,0.0033957440353866697,1339,2566,1.0
PDK1,"['C0242606', 'Oxidative stress', 'HPO', 'HP:0025464']",NA,0.0033971702723871555,200,17179,1.0
RELA,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",S,0.00339927869890162,205,151966,9.0
TREM1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",S,0.00339927869890162,205,151966,9.0
IL6,"['C0024115', 'Lung disease', 'HPO', 'HP:0002088']",1.0,0.0034238977229841976,1873,3676,2.0
TLR4,"['C1458155', 'Neoplasia of the breast', 'HPO', 'HP:0100013']",1.0,0.003454823667216046,6731,510,1.0
CXCR2,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.003456026323693946,546,18933,3.0
ACE,"['C0001807', 'Aggression', 'HPO', 'HP:0000718']",1.0,0.0034730556691206995,2099,1635,1.0
EED,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.003481799688469667,68,151966,3.0
LCK,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.003481799688469667,68,151966,3.0
CALCB,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.003481799688469667,68,151966,3.0
AGR2,"['C0233660', 'Blocking', 'SNOMEDCT_US', 'NULL']",1.0,0.0034925665765877328,511,6714,1.0
NLRP3,"['C0233514', 'Behavioral abnormality', 'HPO', 'HP:0000708']",1.0,0.0034967984425166338,8544,805,2.0
ACE2,"['C0037284', 'Skin lesion', 'SNOMEDCT_US', 'NULL']",S,0.003512179098467767,9132,753,2.0
CD86,"['C0024115', 'Lung disease', 'HPO', 'HP:0002088']",NA,0.0035146897516207015,933,3676,1.0
CCL19,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.003515507823585137,181,76164,4.0
CX3CR1,"['C0025202', 'Cancer of skin pigment cells', 'HPO', 'HP:0002861']",NA,0.0035306786355874167,471,7280,1.0
NPM1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.003546526027544861,159,151966,7.0
SAV1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.0035477674991691603,41,167631,2.0
FABP1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.0035477674991691603,41,167631,2.0
BAMBI,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.0035477674991691603,41,167631,2.0
NPY,"['C0271510', 'Auditory recruitment', 'SNOMEDCT_US', 'NULL']",NA,0.003548506544448751,457,7501,1.0
HSPA1A,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",S,0.0035596538404230544,45,76164,1.0
ABCC3,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.0035596538404230544,45,76164,1.0
